ward,date_diff,case_status
10,101711000,Closed
16,17161000,Closed
19,1000,Closed
5,103850000,Closed
3,83662000,Closed
11,1000,Closed
7,1000,Closed
18,1000,Closed
20,3509000,Closed
19,1000,Closed
18,1000,Closed
8,29662000,Closed
13,141822000,Closed
3,1000,Closed
3,251035000,Closed
16,1000,Closed
19,1000,Closed
11,8666000,Closed
9,435000,Closed
7,217010000,Closed
20,1000,Closed
20,1000,Closed
4,2000,Closed
19,1000,Closed
20,1000,Closed
20,100983000,Closed
5,72587000,Closed
20,129880000,Closed
3,164358000,Closed
20,1000,Closed
20,1000,Closed
8,1000,Closed
12,1000,Closed
10,488000,Closed
18,3000,Closed
6,1000,Closed
8,350904000,Closed
4,1000,Closed
21,1000,Closed
9,73517000,Closed
14,251039000,Closed
17,7629000,Closed
1,1000,Closed
21,82261000,Closed
20,93874000,Closed
2,94873000,Closed
17,2000,Closed
20,1000,Closed
4,510406000,Closed
5,3443177000,Closed
10,567000,Closed
19,22971000,Closed
10,6000,Closed
16,2000,Closed
7,1531061000,Closed
4,345879000,Closed
19,1000,Closed
18,2000,Closed
4,1000,Closed
18,160670000,Closed
2,88806000,Closed
4,81982000,Closed
3,70473000,Closed
12,1000,Closed
18,21057000,Closed
19,2000,Closed
20,2000,Closed
4,8649000,Closed
18,1000,Closed
12,2097000,Closed
18,1000,Closed
3,1683000,Closed
22,73031000,Closed
1,92841000,Closed
11,1000,Closed
8,1000,Closed
5,1000,Closed
3,7827000,Closed
22,159421000,Closed
13,91037000,Closed
18,10511000,Closed
22,5000,Closed
14,279434000,Closed
17,1000,Closed
11,1000,Closed
15,1000,Closed
5,2349754000,Closed
17,61109000,Closed
18,1000,Closed
16,239244000,Closed
11,1000,Closed
5,84018000,Closed
9,3260000,Closed
2,238558000,Closed
22,512337000,Closed
21,391960000,Closed
18,1000,Closed
19,417872000,Closed
8,79015000,Closed
18,1000,Closed
3,4212000,Closed
12,21143000,Closed
14,1000,Closed
7,2000,Closed
1,1000,Closed
8,4373000,Closed
12,231562000,Closed
20,1000,Closed
13,94047000,Closed
3,163390000,Closed
21,74959000,Closed
19,1000,Closed
20,1000,Closed
5,63386000,Closed
6,339987000,Closed
5,85211000,Closed
10,93803000,Closed
19,1000,Closed
17,7418000,Closed
7,1000,Closed
14,1000,Closed
8,90280000,Closed
19,1000,Closed
20,132000,Closed
5,1038279000,Closed
10,5703484000,Closed
10,81910000,Closed
17,453908000,Closed
19,1000,Closed
14,1000,Closed
21,175992000,Closed
8,5645000,Closed
10,1000,Closed
4,1000,Closed
22,72629000,Closed
1,1000,Closed
19,1000,Closed
15,235673000,Closed
3,519785000,Closed
18,2000,Closed
8,1000,Closed
17,1000,Closed
3,2759503000,Closed
20,1000,Closed
6,85293000,Closed
3,2401000,Closed
11,1000,Closed
20,1000,Closed
8,1000,Closed
21,2000,Closed
14,1000,Closed
19,1000,Closed
21,2277345000,Closed
1,83783000,Closed
19,1000,Closed
20,411784000,Closed
16,2000,Closed
10,2181000,Closed
18,5000,Closed
17,1000,Closed
5,504141000,Closed
17,83404000,Closed
11,350077000,Closed
5,104805000,Closed
4,93669000,Closed
21,152000,Closed
10,11863000,Closed
20,76302000,Closed
18,1000,Closed
1,1000,Closed
4,234482000,Closed
8,97394000,Closed
14,1000,Closed
14,1000,Closed
20,1000,Closed
17,1216000,Closed
18,94422000,Closed
22,11000,Closed
4,5000,Closed
11,74762000,Closed
1,1000,Closed
14,9017000,Closed
20,1000,Closed
2,222649000,Closed
20,4765000,Closed
18,3140000,Closed
1,1000,Closed
11,1000,Closed
1,1000,Closed
4,61395000,Closed
1,1000,Closed
20,49660000,Closed
14,88277000,Closed
6,1000,Closed
18,1396000,Closed
15,1000,Closed
22,88996000,Closed
21,6987000,Closed
3,62816000,Closed
21,18149000,Closed
5,75590000,Closed
19,1000,Closed
5,84604000,Closed
18,1826000,Closed
20,1000,Closed
18,93885000,Closed
22,5000,Closed
3,12422000,Closed
17,92844000,Closed
20,1000,Closed
6,212767000,Closed
3,156000,Closed
18,2000,Closed
16,72042000,Closed
1,1000,Closed
14,361179000,Closed
20,4437000,Closed
9,140742000,Closed
8,1000,Closed
20,1000,Closed
1,1000,Closed
18,2000,Closed
8,33738000,Closed
16,18920000,Closed
21,2000,Closed
14,2420137000,Closed
22,33136091000,Closed
18,1322000,Closed
18,1000,Closed
6,14810000,Closed
1,1000,Closed
18,1000,Closed
22,2000,Closed
20,1000,Closed
18,1000,Closed
3,55965000,Closed
20,1000,Closed
11,75052000,Closed
1,1000,Closed
13,1000,Closed
3,14315000,Closed
5,136962000,Closed
1,30608000,Closed
11,309963000,Closed
18,17999000,Closed
14,1000,Closed
18,298000,Closed
21,3000,Closed
3,431833000,Closed
12,72694000,Closed
21,401497000,Closed
11,88221000,Closed
3,22690000,Closed
21,9960000,Closed
11,3000,Closed
9,77164000,Closed
18,1000,Closed
8,75747000,Closed
14,192203000,Closed
20,1000,Closed
2,72625000,Closed
18,105257000,Closed
5,269841000,Closed
14,16797000,Closed
17,1000,Closed
20,1000,Closed
2,2000,Closed
3,243360000,Closed
19,1000,Closed
18,1000,Closed
17,1000,Closed
22,1000,Closed
1,1000,Closed
2,1000,Closed
20,2597000,Closed
21,2000,Closed
19,1000,Closed
18,90859000,Closed
3,1000,Closed
15,1000,Closed
19,10615000,Closed
5,1000,Closed
19,41566000,Closed
1,2000,Closed
5,110390000,Closed
19,16229000,Closed
3,45000,Closed
3,2757249000,Closed
3,1390931000,Closed
18,1000,Closed
18,1000,Closed
13,263697000,Closed
3,62462000,Closed
18,70046000,Closed
3,347706000,Closed
11,1000,Closed
3,179636000,Closed
3,103711000,Closed
19,1000,Closed
11,6000,Closed
5,77919000,Closed
20,51859000,Closed
14,1000,Closed
5,4336343000,Closed
19,65492000,Closed
3,5794000,Closed
11,1000,Closed
10,53969000,Closed
5,85914000,Closed
19,2000,Closed
2,1132503000,Closed
20,54792000,Closed
22,356615000,Closed
18,512444000,Closed
21,3000,Closed
20,1000,Closed
6,8013496000,Closed
20,1000,Closed
5,228669000,Closed
14,76588000,Closed
18,86486000,Closed
20,1000,Closed
10,182161000,Closed
3,77982000,Closed
21,6000,Closed
2,78086000,Closed
18,1000,Closed
5,81189000,Closed
3,125057000,Closed
20,1000,Closed
19,1000,Closed
6,3930000,Closed
3,940196000,Closed
18,77208000,Closed
18,13919000,Closed
18,439600000,Closed
20,23338000,Closed
18,7647000,Closed
3,74036000,Closed
16,1000,Closed
11,887000,Closed
18,1000,Closed
22,5000,Closed
16,73106000,Closed
18,1000,Closed
22,140760000,Closed
1,68886000,Closed
20,1000,Closed
20,1000,Closed
6,1000,Closed
3,2218000,Closed
19,2000,Closed
17,1000,Closed
20,1000,Closed
17,90250000,Closed
2,9377000,Closed
14,1000,Closed
18,1000,Closed
20,1000,Closed
13,1000,Closed
19,1000,Closed
10,1000,Closed
7,1000,Closed
19,1000,Closed
20,1000,Closed
14,2000,Closed
2,184702000,Closed
3,1000,Closed
3,78899000,Closed
3,108411000,Closed
8,150827000,Closed
21,3000,Closed
4,25979158000,Closed
5,1000,Closed
5,69852000,Closed
7,97616000,Closed
22,2000,Closed
3,42422000,Closed
15,155544000,Closed
22,4000,Closed
19,1000,Closed
20,86967000,Closed
3,1878513000,Closed
19,1000,Closed
12,5000,Closed
5,30765000,Closed
15,481000,Closed
20,1000,Closed
18,9105000,Closed
21,78527000,Closed
3,1000,Closed
18,1657000,Closed
22,53432000,Closed
8,194000,Closed
10,1000,Closed
20,1000,Closed
16,295995000,Closed
12,6559221000,Closed
9,1000,Closed
2,101000,Closed
18,3000,Closed
19,1000,Closed
14,1000,Closed
17,8054000,Closed
11,647002000,Closed
11,1000,Closed
11,77099000,Closed
2,6000,Closed
18,1000,Closed
19,1000,Closed
18,349000,Closed
11,1000,Closed
18,1000,Closed
18,6181000,Closed
3,5198000,Closed
21,2000,Closed
17,21968000,Closed
3,212314000,Closed
14,1000,Closed
19,2000,Closed
4,178964000,Closed
21,2745572000,Closed
21,8510000,Closed
21,1000,Closed
5,404625000,Closed
17,140930000,Closed
13,164415000,Closed
5,1000,Closed
11,1000,Closed
14,1000,Closed
7,1000,Closed
20,1000,Closed
10,1000,Closed
4,48722000,Closed
6,272291000,Closed
19,1000000,Closed
2,2000,Closed
3,80709000,Closed
18,71292000,Closed
19,1000,Closed
14,2000,Closed
18,6000,Closed
3,108294000,Closed
18,178436000,Closed
18,94571000,Closed
5,5189000,Closed
21,2000,Closed
5,874002000,Closed
19,3328000,Closed
4,7151835000,Closed
2,82869000,Closed
18,75229000,Closed
4,68764000,Closed
18,1000,Closed
5,1559515000,Closed
1,8000,Closed
20,2000,Closed
21,4000,Closed
1,1000,Closed
18,4079000,Closed
2,2000,Closed
20,1000,Closed
22,494000,Closed
19,2097000,Closed
14,1000,Closed
19,1000,Closed
2,342383000,Closed
14,23881000,Closed
6,14751000,Closed
15,109526000,Closed
20,1000,Closed
13,1000,Closed
1,2275000,Closed
3,345277000,Closed
7,1000,Closed
1,1000,Closed
11,1000,Closed
18,1016546000,Closed
11,7507000,Closed
18,16607000,Closed
8,361783000,Closed
20,10918000,Closed
20,13184000,Closed
20,1000,Closed
17,173496000,Closed
3,8681000,Closed
20,7000,Closed
18,5679000,Closed
18,1000,Closed
20,11308000,Closed
18,78761000,Closed
20,17000,Closed
10,179432000,Closed
4,390822000,Closed
22,57919000,Closed
3,19128000,Closed
18,1000,Closed
6,19882000,Closed
5,2000,Closed
10,76152000,Closed
21,1000,Closed
18,6786000,Closed
11,1000,Closed
12,158583000,Closed
3,41965000,Closed
20,20228288000,Closed
19,1000,Closed
18,787000,Closed
3,5375000,Closed
20,86203000,Closed
13,2000,Closed
18,80132000,Closed
7,184115000,Closed
1,1000,Closed
16,162731000,Closed
20,8394000,Closed
6,5542430000,Closed
16,70890000,Closed
17,341828000,Closed
11,1000,Closed
18,9808000,Closed
10,1000,Closed
20,148244000,Closed
3,9583000,Closed
4,1000,Closed
21,2954000,Closed
20,1000,Closed
5,1000,Closed
19,1000,Closed
15,1000,Closed
2,2370000,Closed
15,73694000,Closed
20,1000,Closed
2,265000,Closed
4,326213000,Closed
1,329026000,Closed
8,1000,Closed
20,1000,Closed
18,1000,Closed
19,1000,Closed
16,184997000,Closed
20,1000,Closed
15,1000,Closed
3,428612000,Closed
18,5070000,Closed
14,1000,Closed
19,13674000,Closed
21,1000,Closed
4,74166000,Closed
18,1000,Closed
17,1000,Closed
3,69511000,Closed
18,2000,Closed
22,4000,Closed
17,1000,Closed
18,1000,Closed
20,1000,Closed
21,8479000,Closed
22,34583000,Closed
7,95374000,Closed
14,1000,Closed
20,1000,Closed
1,1818501000,Closed
20,2000,Closed
18,1000,Closed
16,78069000,Closed
18,1000,Closed
5,96224000,Closed
7,87667000,Closed
1,1000,Closed
4,14333000,Closed
14,674023000,Closed
3,82107000,Closed
19,85239000,Closed
20,55104000,Closed
3,414836000,Closed
11,93566000,Closed
19,2000,Closed
18,1000,Closed
20,2000,Closed
3,9451078000,Closed
21,9000,Closed
16,1000,Closed
20,3801000,Closed
5,2575442000,Closed
18,1000,Closed
5,27352000,Closed
11,138108000,Closed
1,1000,Closed
11,2000,Closed
3,90579000,Closed
7,1000,Closed
5,48888000,Closed
18,1000,Closed
20,1000,Closed
21,1000,Closed
20,1000,Closed
2,1022912000,Closed
18,94193000,Closed
8,84667000,Closed
6,5820000,Closed
2,261431000,Closed
18,1000,Closed
17,250000,Closed
18,1000,Closed
19,67148000,Closed
4,1000,Closed
16,88553000,Closed
18,15504000,Closed
20,1000,Closed
20,7953000,Closed
5,258231000,Closed
20,4000,Closed
14,94200000,Closed
1,1000,Closed
14,87287000,Closed
11,3000,Closed
17,17929000,Closed
14,1000,Closed
6,273800000,Closed
18,4431000,Closed
2,13740000,Closed
19,1000,Closed
13,1000,Closed
20,1000,Closed
7,1000,Closed
2,16674000,Closed
11,1000,Closed
8,1000,Closed
5,11653000,Closed
9,429198000,Closed
19,4000,Closed
22,72867000,Closed
18,1000,Closed
3,8527000,Closed
5,81534000,Closed
5,6812000,Closed
8,10922000,Closed
20,1000,Closed
8,108213000,Closed
15,1000,Closed
19,1000,Closed
18,79066000,Closed
6,91714000,Closed
3,69519000,Closed
20,1000,Closed
20,2000,Closed
12,1000,Closed
1,1000,Closed
19,1000,Closed
3,76594000,Closed
18,1253000,Closed
21,4000,Closed
9,109553000,Closed
14,1000,Closed
17,69089000,Closed
6,56627000,Closed
21,1905415000,Closed
6,1000,Closed
13,93401000,Closed
5,28645000,Closed
10,50738000,Closed
6,70041000,Closed
2,314873000,Closed
5,332638000,Closed
12,97044000,Closed
18,3385000,Closed
10,82933000,Closed
19,224192000,Closed
13,19864474000,Closed
17,69671000,Closed
10,3477000,Closed
17,1000,Closed
2,1000,Closed
17,1000,Closed
15,1000,Closed
9,12293000,Closed
19,2000,Closed
20,8000,Closed
20,1000,Closed
6,7694000,Closed
18,28623000,Closed
11,54414000,Closed
5,63815000,Closed
14,13901000,Closed
5,164820000,Closed
6,13726000,Closed
5,96463000,Closed
6,6461000,Closed
3,18256000,Closed
18,1000,Closed
21,1000,Closed
6,7841000,Closed
14,2000,Closed
3,187020000,Closed
20,8000,Closed
11,49126000,Closed
20,752000,Closed
8,4663644000,Closed
22,88904000,Closed
19,1000,Closed
4,304093000,Closed
15,87254000,Closed
14,1000,Closed
21,3244000,Closed
14,352173000,Closed
7,81924000,Closed
13,1000,Closed
3,2529000,Closed
18,1000,Closed
6,1130896000,Closed
4,1000,Closed
16,5000,Closed
1,1000,Closed
3,1718557000,Closed
18,1016716000,Closed
1,2000,Closed
11,2000,Closed
13,1000,Closed
18,1000,Closed
21,2563549000,Closed
7,364582000,Closed
20,1000,Closed
3,2109000,Closed
9,1000,Closed
8,1000,Closed
6,22150000,Closed
18,3000,Closed
5,1000,Closed
18,1000,Closed
6,2792000,Closed
21,174648000,Closed
20,1000,Closed
14,1000,Closed
20,9668000,Closed
2,13231000,Closed
18,1095000,Closed
22,1000,Closed
20,4047000,Closed
8,98125000,Closed
17,7745000,Closed
20,1000,Closed
18,80243000,Closed
18,1000,Closed
22,4000,Closed
3,1000,Closed
16,85587000,Closed
18,1000,Closed
11,3000,Closed
12,1000,Closed
20,1048000,Closed
5,189221000,Closed
1,1000,Closed
18,18565000,Closed
4,225274000,Closed
18,17075000,Closed
20,20127000,Closed
14,78920000,Closed
17,102315000,Closed
12,1000,Closed
5,76101000,Closed
11,1000,Closed
20,2000,Closed
5,2000,Closed
8,1000,Closed
15,7168000,Closed
3,292706000,Closed
3,1410561000,Closed
10,22143000,Closed
22,13368000,Closed
21,5000,Closed
19,19359000,Closed
1,1000,Closed
3,14426000,Closed
6,1000,Closed
18,5150000,Closed
21,7000,Closed
14,1000,Closed
4,2167000,Closed
1,1000,Closed
19,2000,Closed
17,1000,Closed
16,101070000,Closed
18,444244000,Closed
14,1000,Closed
3,1000,Closed
17,969000,Closed
5,63277000,Closed
1,1000,Closed
2,32142000,Closed
9,1000,Closed
15,1000,Closed
21,330418000,Closed
14,165314000,Closed
1,1000,Closed
1,1000,Closed
22,3000,Closed
14,7425000,Closed
10,13183000,Closed
20,1000,Closed
5,75470000,Closed
21,5000,Closed
1,2420767000,Closed
3,2232000,Closed
11,2000,Closed
2,506415000,Closed
3,192544000,Closed
20,1000,Closed
19,85318000,Closed
7,103311000,Closed
19,11136000,Closed
18,1000,Closed
18,1000,Closed
18,93516000,Closed
3,1000,Closed
4,155708000,Closed
16,94895000,Closed
15,1000,Closed
20,1000,Closed
22,3000,Closed
20,1000,Closed
21,3000,Closed
20,1000,Closed
2,12299000,Closed
10,249968000,Closed
11,1000,Closed
4,602890000,Closed
6,81284000,Closed
19,1000,Closed
8,1000,Closed
18,23454000,Closed
10,1000,Closed
5,518061000,Closed
20,1000,Closed
4,92880000,Closed
19,1937000,Closed
14,19910000,Closed
4,80903000,Closed
3,479581000,Closed
5,470000,Closed
13,86724000,Closed
15,1000,Closed
3,2000,Closed
9,1000,Closed
8,1540461000,Closed
18,24459000,Closed
20,1000,Closed
8,1000,Closed
13,80742000,Closed
12,1000,Closed
12,1000,Closed
20,1000,Closed
12,79957000,Closed
20,1000,Closed
22,8642000,Closed
22,3000,Closed
20,1000,Closed
1,60801000,Closed
18,234459000,Closed
14,1000,Closed
20,1000,Closed
5,19798000,Closed
19,81337000,Closed
22,1000,Closed
5,604765000,Closed
18,2000,Closed
3,2000,Closed
1,1000,Closed
1,64260000,Closed
18,2000,Closed
20,1000,Closed
3,317369000,Closed
20,4000,Closed
12,6417056000,Closed
18,1000,Closed
18,15276000,Closed
12,111000,Closed
3,342758000,Closed
18,21158000,Closed
12,2000,Closed
20,3727635000,Closed
17,12260000,Closed
21,52000,Closed
7,1000,Closed
3,1000,Closed
5,1000,Closed
1,8000,Closed
3,4853037000,Closed
1,1000,Closed
17,101555000,Closed
20,1000,Closed
4,1000,Closed
5,166315000,Closed
19,236210000,Closed
13,14915000,Closed
20,1000,Closed
4,1000,Closed
19,1000,Closed
20,1000,Closed
22,268116000,Closed
8,1000,Closed
9,2430000,Closed
17,1000,Closed
19,1000,Closed
1,1000,Closed
19,1000,Closed
12,84828000,Closed
20,2000,Closed
4,99242000,Closed
16,277674000,Closed
3,78280000,Closed
19,1000,Closed
21,1000,Closed
18,1000,Closed
22,3343000,Closed
6,1000,Closed
11,1000,Closed
21,5000,Closed
19,3000,Closed
1,1000,Closed
18,2000,Closed
21,759230000,Closed
3,1782667000,Closed
3,91257000,Closed
21,5000,Closed
3,2000,Closed
19,1000,Closed
15,1000,Closed
20,1000,Closed
18,1000,Closed
3,2000,Closed
2,16760000,Closed
20,1000,Closed
18,1000,Closed
10,3000,Closed
4,239716000,Closed
5,4000,Closed
14,2290000,Closed
4,511015000,Closed
20,20014000,Closed
18,8671000,Closed
3,1000,Closed
15,9971000,Closed
5,5818000,Closed
18,581923000,Closed
8,1000,Closed
14,1000,Closed
20,2000,Closed
4,3000,Closed
12,5000,Closed
11,65000,Closed
8,221675000,Closed
20,4347000,Closed
18,1000,Closed
5,85694979000,Closed
18,79678000,Closed
14,2684705000,Closed
12,1000,Closed
7,238335000,Closed
22,155404000,Closed
18,1000,Closed
13,80572000,Closed
1,1000,Closed
22,2000,Closed
11,78753000,Closed
10,6011000,Closed
3,82767000,Closed
20,1000,Closed
10,2000,Closed
9,1000,Closed
1,2000,Closed
9,512192000,Closed
1,1000,Closed
5,2000,Closed
13,1000,Closed
17,1000,Closed
3,13111000,Closed
15,6606000,Closed
11,185272000,Closed
3,38216000,Closed
19,1000,Closed
18,12225000,Closed
8,407931000,Closed
13,1000,Closed
18,5514000,Closed
9,1000,Closed
4,87736000,Closed
19,2266000,Closed
1,1000,Closed
13,69800000,Closed
9,3189000,Closed
16,73489000,Closed
11,548044000,Closed
14,2124000,Closed
6,1000,Closed
11,93886000,Closed
17,11000,Closed
5,141386000,Closed
3,156000,Closed
5,120000,Closed
4,86646000,Closed
18,1311000,Closed
1,1000,Closed
3,73828000,Closed
18,88383000,Closed
18,1000,Closed
22,238177000,Closed
14,1000,Closed
12,3285000,Closed
20,1000,Closed
20,103879000,Closed
19,2000,Closed
17,252368000,Closed
4,9009000,Closed
4,157347000,Closed
11,1000,Closed
14,1000,Closed
18,94814000,Closed
3,8435000,Closed
3,30262169000,Closed
3,137390000,Closed
16,1000,Closed
21,72260000,Closed
2,264254000,Closed
11,1000,Closed
11,1000,Closed
21,150405000,Closed
11,1000,Closed
20,1000,Closed
21,917000,Closed
18,9913000,Closed
20,1000,Closed
3,9000,Closed
14,96312000,Closed
20,45587000,Closed
11,2000,Closed
11,6000,Closed
3,1000,Closed
20,8531000,Closed
18,6073000,Closed
17,77013000,Closed
5,358338000,Closed
11,1000,Closed
19,112055000,Closed
4,107099000,Closed
20,5000,Closed
16,316000,Closed
20,1000,Closed
20,1000,Closed
18,1000,Closed
11,1000,Closed
10,4617000,Closed
18,82772000,Closed
7,1000,Closed
9,1000,Closed
12,89545000,Closed
20,75540000,Closed
18,77174000,Closed
14,263358000,Closed
18,1000,Closed
20,3000,Closed
11,1000,Closed
18,9513000,Closed
18,1000,Closed
17,94688000,Closed
4,2000,Closed
5,300505000,Closed
2,1121553000,Closed
3,1000,Closed
5,98765000,Closed
8,250316000,Closed
12,1000,Closed
1,497749000,Closed
11,12067000,Closed
21,3000,Closed
6,3796000,Closed
19,91921000,Closed
14,82324000,Closed
15,111555000,Closed
21,2286023000,Closed
5,179612000,Closed
11,1000,Closed
5,6517000,Closed
21,5000,Closed
5,75750000,Closed
20,1000,Closed
4,103000,Closed
12,1000,Closed
18,92243000,Closed
7,92875000,Closed
12,6932000,Closed
6,1000,Closed
11,1000,Closed
2,88292000,Closed
4,350939000,Closed
10,680000,Closed
4,199810000,Closed
2,17822000,Closed
21,3000,Closed
4,1000,Closed
1,1000,Closed
12,311654000,Closed
13,366918000,Closed
14,182000,Closed
6,1000,Closed
3,43338000,Closed
19,1000,Closed
4,206407000,Closed
11,251805000,Closed
3,97111000,Closed
15,2000,Closed
21,6000,Closed
18,1000,Closed
22,2000,Closed
17,4364000,Closed
18,1000,Closed
8,1000,Closed
19,66767000,Closed
20,1000,Closed
8,2000,Closed
20,1020000,Closed
18,518789000,Closed
9,415000,Closed
5,347196000,Closed
4,1000,Closed
5,98983000,Closed
16,72606000,Closed
3,107464000,Closed
21,4000,Closed
16,1000,Closed
4,3625644000,Closed
4,141919000,Closed
3,285598000,Closed
11,1000,Closed
20,6000,Closed
22,24432000,Closed
4,243022000,Closed
14,1000,Closed
5,2587910000,Closed
4,1000,Closed
20,1000,Closed
18,1000,Closed
12,2000,Closed
12,1000,Closed
5,1000,Closed
15,1000,Closed
12,6954000,Closed
12,4000,Closed
10,10000,Closed
21,354323000,Closed
20,3219000,Closed
10,4597249000,Closed
18,6290289000,Closed
1,1000,Closed
16,2000,Closed
3,80956000,Closed
17,88743000,Closed
19,87709000,Closed
16,1000,Closed
21,2000,Closed
10,2549000,Closed
19,1000,Closed
20,8183000,Closed
20,1000,Closed
11,15861000,Closed
18,3769000,Closed
17,8808000,Closed
5,1000,Closed
17,1000,Closed
20,2000,Closed
17,1007000,Closed
19,1000,Closed
19,1000,Closed
7,8740547000,Closed
4,8285000,Closed
10,2000,Closed
10,3000,Closed
3,729000,Closed
18,1000,Closed
19,1000,Closed
16,89663000,Closed
20,1000,Closed
16,264028000,Closed
6,355984000,Closed
14,27493000,Closed
9,249558000,Closed
16,142317000,Closed
9,5022000,Closed
18,15839000,Closed
18,2000,Closed
22,16885000,Closed
20,1000,Closed
21,104069000,Closed
15,1000,Closed
6,2934000,Closed
22,48930000,Closed
3,1000,Closed
21,2000,Closed
3,493031000,Closed
21,1000,Closed
19,1000,Closed
18,71000,Closed
17,93583000,Closed
14,83033000,Closed
14,78000,Closed
18,1000,Closed
9,93392000,Closed
20,6315000,Closed
1,3000,Closed
20,1000,Closed
11,1000,Closed
3,18583000,Closed
22,34023000,Closed
5,3050000,Closed
20,73205000,Closed
18,1000,Closed
21,875000,Closed
4,10054000,Closed
10,12714000,Closed
14,1000,Closed
11,1000,Closed
2,103277000,Closed
22,146443000,Closed
21,3000,Closed
3,2000,Closed
17,2000,Closed
20,26393000,Closed
21,96410000,Closed
12,1000,Closed
22,73500000,Closed
13,59656000,Closed
20,1000,Closed
5,339691000,Closed
18,1000,Closed
3,1000,Closed
17,36194000,Closed
12,1000,Closed
3,14493000,Closed
20,1000,Closed
22,1000,Closed
5,74667000,Closed
1,1000,Closed
21,5000,Closed
10,1000,Closed
20,4342525000,Closed
22,5000,Closed
20,1000,Closed
5,68000,Closed
20,1000,Closed
1,1000,Closed
20,1000,Closed
19,3000,Closed
18,12657000,Closed
8,1000,Closed
2,1137554000,Closed
10,11377000,Closed
3,12483000,Closed
20,1000,Closed
14,112000,Closed
11,83511000,Closed
11,1000,Closed
14,89680000,Closed
1,1000,Closed
20,170830000,Closed
14,10778000,Closed
18,247000,Closed
15,76444000,Closed
18,6117000,Closed
21,7039000,Closed
11,10102000,Closed
19,1000,Closed
12,1000,Closed
16,150696000,Closed
20,1000,Closed
12,3555000,Closed
20,1000,Closed
17,70957000,Closed
3,399356000,Closed
20,2000,Closed
1,1000,Closed
19,5563000,Closed
18,6745000,Closed
5,106690000,Closed
14,1000,Closed
7,1000,Closed
13,277627000,Closed
14,1000,Closed
21,5000,Closed
20,2000,Closed
1,1000,Closed
8,64812000,Closed
18,12874000,Closed
18,1000,Closed
19,3000,Closed
17,1000,Closed
20,2000,Closed
18,1000,Closed
20,1000,Closed
19,1000,Closed
3,78526000,Closed
3,1870000,Closed
3,166828000,Closed
5,10353000,Closed
1,1000,Closed
9,1000,Closed
3,113005000,Closed
11,1000,Closed
18,84436000,Closed
4,12000,Closed
20,1000,Closed
13,90803000,Closed
20,1000,Closed
10,4155000,Closed
22,4000,Closed
3,241673000,Closed
18,173379000,Closed
4,231567000,Closed
2,427051000,Closed
20,1000,Closed
9,94708000,Closed
20,5516000,Closed
21,152187000,Closed
9,133340000,Closed
9,23808000,Closed
18,1000,Closed
3,1507000,Closed
14,83953000,Closed
19,17175000,Closed
17,1000,Closed
3,88999000,Closed
18,1000,Closed
3,2000,Closed
20,1000,Closed
4,1000,Closed
8,1000,Closed
11,1000,Closed
21,445372000,Closed
19,1000,Closed
16,40953000,Closed
19,201839000,Closed
20,1000,Closed
4,406910000,Closed
14,5174000,Closed
20,77852000,Closed
11,1000,Closed
8,2000,Closed
4,15274000,Closed
10,1000,Closed
13,1083359000,Closed
3,13654000,Closed
17,1000,Closed
20,1000,Closed
6,245810000,Closed
3,1000,Closed
4,4000,Closed
2,317053000,Closed
21,6000,Closed
13,80833000,Closed
18,1000,Closed
7,171193000,Closed
3,90539000,Closed
5,6487000,Closed
6,422517000,Closed
4,88379000,Closed
17,18806000,Closed
20,5697965000,Closed
18,312330000,Closed
8,2968000,Closed
4,2000,Closed
20,1000,Closed
8,191997000,Closed
17,61309000,Closed
18,73075000,Closed
1,9000,Closed
2,1000,Closed
17,1000,Closed
8,1000,Closed
17,73218000,Closed
19,100675000,Closed
11,6000,Closed
3,1000,Closed
19,92339000,Closed
21,2000,Closed
20,1000,Closed
3,64410000,Closed
17,61502000,Closed
3,4228000,Closed
22,53700000,Closed
20,9000,Closed
3,1000,Closed
11,104599000,Closed
8,506964000,Closed
20,16511000,Closed
20,6353000,Closed
20,5482000,Closed
15,1000,Closed
18,5734000,Closed
20,1000,Closed
14,1000,Closed
19,324787000,Closed
10,10158000,Closed
20,1000,Closed
21,2000,Closed
11,166565000,Closed
20,234770000,Closed
19,1000,Closed
17,1000,Closed
7,24208000,Closed
3,96607000,Closed
14,1000,Closed
10,2000,Closed
19,108034000,Closed
8,38473000,Closed
20,3331000,Closed
14,1000,Closed
5,315025000,Closed
20,1000,Closed
2,99193000,Closed
5,10000,Closed
5,84084000,Closed
11,1675000,Closed
20,1000,Closed
9,1000,Closed
4,1000,Closed
18,97692000,Closed
2,35888000,Closed
11,1000,Closed
18,1000,Closed
6,7739000,Closed
8,99464000,Closed
5,188977000,Closed
11,1000,Closed
10,611014000,Closed
20,1000,Closed
20,2132000,Closed
5,258084000,Closed
19,84747000,Closed
8,4305253000,Closed
13,1000,Closed
13,1000,Closed
20,1000,Closed
5,1630138000,Closed
16,1000,Closed
22,86370000,Closed
3,141446000,Closed
4,69012000,Closed
4,114698000,Closed
19,1000,Closed
18,1000,Closed
18,21679000,Closed
1,1000,Closed
15,1000,Closed
20,168517000,Closed
5,4763000,Closed
15,1000,Closed
20,2669000,Closed
4,298000,Closed
11,16048000,Closed
12,350013000,Closed
1,1000,Closed
5,1000,Closed
3,1000,Closed
15,7357000,Closed
